,actual,predicted,error
270,2155.8,2126.247216393091,29.552783606909088
271,2150.8,2140.378594824905,10.42140517509506
272,2145.7,2134.2999731011873,11.400026898812484
273,2154.9,2146.991491928533,7.908508071467168
274,2161.1,2143.4322099187907,17.667790081209205
275,2173.9,2160.5764397879047,13.323560212095344
276,2172.0,2152.5830512621287,19.41694873787128
277,2156.4,2138.028598105531,18.371401894469273
278,2150.9,2139.737141558332,11.16285844166805
279,2151.7,2131.8381435726296,19.861856427370185
280,2148.8,2141.0458324070682,7.754167592931935
281,2143.6,2097.998614942551,45.60138505744908
282,1067.4,1435.913842112568,368.513842112568
283,1106.3,1091.1906700538248,15.109329946175194
284,1092.4,1068.379934725976,24.02006527402409
285,1086.2,1102.569771152692,16.36977115269201
286,1101.1,1098.414089737869,2.6859102621308466
287,1089.1,1094.488815383007,5.388815383007113
288,1091.7,1103.2844739890684,11.584473989068329
289,1101.6,1097.3429710515552,4.257028948444713
290,1084.1,1103.84883044005,19.748830440050142
291,1086.1,1097.3590062779485,11.259006277948629
292,1100.8,1093.839011345533,6.9609886544669735
293,1094.4,1097.5948669642376,3.1948669642374625
294,1096.2,1104.7979575703116,8.597957570311564
295,1100.7,1090.9247523394044,9.775247660595596
296,1093.9,1102.1259038496555,8.225903849655424
297,1161.7,1095.6745400227437,66.02545997725633
298,1161.8,1104.583708255816,57.21629174418399
299,1122.1,1104.8984679781975,17.20153202180245
300,779.7,855.9606421772199,76.26064217721989
301,760.7,767.0971504554207,6.397150455420615
302,770.6,758.3844975821701,12.215502417829953
303,799.7,766.8222639623934,32.87773603760661
304,788.9,767.7125340865006,21.18746591349941
305,787.1,775.137409205141,11.962590794859011
306,581.5,651.6156405353233,70.11564053532334
307,632.7,683.158846332889,50.458846332888925
308,614.7,706.2492887056094,91.54928870560934
309,614.3,594.9913312178319,19.30866878216807
310,1215.2,969.0689305717348,246.13106942826528
311,1936.6,1745.6815848264923,190.91841517350758
312,2354.7,2053.240492671533,301.45950732846677
313,1186.0,1439.4138245714335,253.41382457143345
314,1210.9,1350.8334261574428,139.93342615744268
315,2182.4,2027.063716785408,155.33628321459219
316,2156.7,2167.212227197356,10.512227197355969
317,1021.2,1189.2229025206184,168.02290252061835
318,1009.2,1065.986991190654,56.78699119065391
319,1006.9,979.6230054682482,27.276994531751825
320,890.7,879.9738492391116,10.726150760888459
321,721.1,751.9607365493947,30.860736549394687
322,727.8,744.5730323702653,16.773032370265355
323,733.1,752.1731765573211,19.073176557321062
324,485.6,657.8381257809281,172.23812578092804
325,642.8,661.1632567732712,18.363256773271246
326,631.8,643.8343875243513,12.03438752435136
327,524.3,578.7021499351289,54.40214993512893
328,515.9,563.834026946251,47.93402694625104
329,545.0,563.0170800300974,18.017080030097418
330,465.8,526.4519086526801,60.651908652680106
331,470.8,512.0212759266501,41.221275926650094
332,457.1,513.3284784110458,56.228478411045785
333,456.2,510.2799881371891,54.079988137189105
334,466.4,488.1089497908046,21.70894979080464
335,394.5,460.49052812196203,65.99052812196203
336,395.8,454.5942827384497,58.79428273844968
337,391.8,451.2843152776853,59.48431527768531
338,397.4,454.5560780748342,57.15607807483423
339,409.0,454.4986473634932,45.498647363493205
340,372.4,440.52924437760146,68.12924437760148
341,374.6,434.63648295624364,60.03648295624362
342,358.7,436.2893109925186,77.58931099251862
343,381.0,438.43732600804753,57.437326008047535
344,359.9,409.3738720335981,49.47387203359813
345,346.2,412.6396139288964,66.43961392889639
346,311.6,379.4885310033669,67.8885310033669
347,309.0,368.8981327316441,59.898132731644125
348,283.7,540.8104234411479,257.11042344114793
349,708.1,855.0177708964911,146.9177708964911
350,716.0,656.7428055542557,59.25719444574429
351,679.0,732.2011698588888,53.20116985888876
352,666.3,723.9744198350311,57.67441983503113
353,674.3,730.5229764715152,56.22297647151527
354,667.1,723.2555613006489,56.155561300648856
355,691.4,727.326394476138,35.92639447613806
356,667.7,721.6677977621935,53.96779776219341
357,656.0,712.6776312495342,56.677631249534215
358,660.9,710.3287073009775,49.42870730097752
359,662.2,715.8465202812367,53.64652028123669
360,344.6,412.54987806337306,67.94987806337303
361,324.0,406.7820081734119,82.7820081734119
362,432.9,470.22734821668524,37.327348216685266
363,680.4,566.0292814263294,114.37071857367062
364,888.6,887.6649815157673,0.935018484232728
365,888.6,928.7284259378237,40.128425937823636
366,821.2,912.3954196416641,91.1954196416641
367,855.1,881.6179609667215,26.51796096672149
368,871.8,874.3090226597383,2.5090226597383207
369,475.9,582.2067217403306,106.30672174033066
370,368.6,403.1730703072226,34.573070307222565
371,308.0,361.9575905371156,53.95759053711561
372,302.9,366.4246557211105,63.52465572111055
373,207.4,259.553343339859,52.15334333985899
374,227.2,263.75944596449983,36.559445964499844
375,228.7,278.5314220757942,49.831422075794194
376,234.0,293.5196895877889,59.51968958778889
377,248.0,291.6331645076003,43.63316450760033
378,217.2,266.64019111886466,49.440191118864675
379,217.6,264.79572158491777,47.19572158491778
380,212.0,259.9137124225325,47.91371242253251
381,204.7,258.20919162813914,53.50919162813915
382,212.5,258.00633440189614,45.50633440189614
383,215.7,254.49053817073047,38.790538170730485
384,202.5,266.4436387635352,63.943638763535205
385,213.9,255.30376708098052,41.403767080980515
