,actual,predicted,error
268,2155.8,2128.8383839485577,26.961616051442434
269,2150.8,2143.962249338981,6.837750661019072
270,2145.7,2136.088640091139,9.611359908860777
271,2154.9,2149.622715843645,5.277284156355108
272,2161.1,2145.5851915640783,15.514808435921623
273,2173.9,2160.734815688314,13.165184311686062
274,2172.0,2152.297524504628,19.7024754953718
275,2156.4,2138.2290296169035,18.170970383096574
276,2150.9,2138.4059791095906,12.494020890409502
277,2151.7,2129.4583602586586,22.24163974134126
278,2148.8,2139.0414840044364,9.758515995563812
279,2143.6,2096.4507981741904,47.14920182580954
280,1067.4,1446.7267387750367,379.3267387750366
281,1106.3,1096.8530944174558,9.446905582544105
282,1092.4,1042.3275381721564,50.072461827843654
283,1086.2,1122.899823684921,36.69982368492106
284,1101.1,1080.370599924593,20.72940007540683
285,1089.1,1097.950860133142,8.850860133142078
286,1091.7,1106.3913244665218,14.691324466521792
287,1101.6,1099.7523442376978,1.8476557623021108
288,1084.1,1107.8565556943277,23.756555694327744
289,1086.1,1100.2388127704778,14.138812770477898
290,1100.8,1096.1871739772087,4.612826022791296
291,1094.4,1102.0614911749658,7.661491174965704
292,1096.2,1108.8765836738194,12.676583673819323
293,1100.7,1094.0347968800004,6.66520311999966
294,1093.9,1106.7099557737642,12.809955773764159
295,1161.7,1099.897459604807,61.80254039519309
296,1161.8,1109.050603769612,52.7493962303879
297,1122.1,1112.656761115546,9.443238884453876
298,779.7,861.1725216175372,81.47252161753715
299,760.7,771.4648167699279,10.764816769927847
300,770.6,753.0047231244537,17.595276875546347
301,799.7,774.4916242241156,25.208375775884406
302,788.9,765.6254073786682,23.27459262133175
303,787.1,780.0321561951674,7.067843804832592
304,581.5,655.3727708023046,73.87277080230456
305,632.7,686.7618001978285,54.06180019782846
306,614.7,702.2414691567849,87.54146915678484
307,614.3,601.6217686331081,12.67823136689185
308,1215.2,962.6838051015799,252.51619489842017
309,1936.6,1741.8250758111349,194.77492418886504
310,2354.7,2066.7481714870974,287.95182851290247
311,1186.0,1458.7295392521064,272.7295392521064
312,1210.9,1369.3542958511885,158.45429585118836
313,2182.4,1991.554029528174,190.84597047182615
314,2156.7,2192.427156178901,35.72715617890117
315,1021.2,1210.6011358321255,189.40113583212542
316,1009.2,1058.6503707665158,49.45037076651579
317,1006.9,972.3382027228423,34.561797277157666
318,890.7,903.2288891838999,12.528889183899878
319,721.1,737.4112287158067,16.311228715806692
320,727.8,746.4037747074758,18.60377470747585
321,733.1,754.7420788472191,21.642078847219068
322,485.6,663.3081322343385,177.70813223433845
323,642.8,661.5465793597149,18.74657935971493
324,631.8,640.9986955259685,9.19869552596856
325,524.3,591.1681882439015,66.8681882439015
326,515.9,560.1996860314673,44.29968603146733
327,545.0,566.0055388228216,21.005538822821563
328,465.8,530.811525356535,65.01152535653495
329,470.8,513.174771546602,42.37477154660195
330,457.1,513.0058123713436,55.905812371343586
331,456.2,513.6851089918885,57.48510899188847
332,466.4,488.3929796756398,21.992979675639845
333,394.5,463.55706441083635,69.05706441083635
334,395.8,456.7298040524615,60.92980405246146
335,391.8,450.91099321686914,59.11099321686913
336,397.4,457.4748440213615,60.074844021361514
337,409.0,454.89494143621266,45.89494143621266
338,372.4,442.7080816468514,70.3080816468514
339,374.6,435.5076054570258,60.907605457025795
340,358.7,436.58586802451214,77.88586802451215
341,381.0,440.78564762283213,59.78564762283213
342,359.9,409.2322170248898,49.332217024889815
343,346.2,414.62915788767214,68.42915788767215
344,311.6,378.57486710102853,66.97486710102851
345,309.0,369.0961457953285,60.09614579532848
346,283.7,542.2634478406177,258.5634478406177
347,708.1,853.8338184727315,145.7338184727315
348,716.0,658.6586873349855,57.34131266501447
349,679.0,749.4777061432609,70.47770614326089
350,666.3,721.9034665083224,55.60346650832241
351,674.3,742.1094052950164,67.8094052950164
352,667.1,727.806125325465,60.706125325464996
353,691.4,731.6609590065112,40.26095900651126
354,667.7,725.241755986497,57.54175598649692
355,656.0,716.764083545228,60.764083545228004
356,660.9,712.4239446904401,51.52394469044009
357,662.2,719.3985371890614,57.19853718906131
358,344.6,415.7387166800368,71.1387166800368
359,324.0,407.2485791955956,83.2485791955956
360,432.9,461.52859067725433,28.62859067725435
361,680.4,575.987419388439,104.412580611561
362,888.6,886.5294354233754,2.0705645766246334
363,888.6,936.7471109368822,48.1471109368822
364,821.2,920.8064303942848,99.60643039428476
365,855.1,887.9170766520308,32.81707665203078
366,871.8,880.2030334508553,8.403033450855332
367,475.9,588.6093963054509,112.70939630545092
368,368.6,403.24781441785984,34.64781441785982
369,308.0,351.29412443793257,43.29412443793257
370,302.9,368.5632882862315,65.66328828623153
371,207.4,248.62622669898627,41.22622669898627
372,227.2,262.2154672050389,35.01546720503893
373,228.7,273.0908292292092,44.3908292292092
374,234.0,295.65098378789725,61.650983787897246
375,248.0,286.8692517021678,38.86925170216779
376,217.2,264.7316525469959,47.53165254699593
377,217.6,262.1336880115194,44.53368801151939
378,212.0,255.4908865531963,43.490886553196304
379,204.7,257.56354092699314,52.86354092699315
380,212.5,255.1747784348966,42.67477843489661
381,215.7,252.50396340579155,36.80396340579156
382,202.5,271.4527953058263,68.95279530582633
383,213.9,260.63360585756567,46.733605857565664
