,actual,predicted,error
133,2154.9,2124.5920445379843,30.307955462015798
134,2173.9,2146.2398405131926,27.660159486807515
135,2156.4,2127.5002310109367,28.899768989063432
136,2151.7,2139.8570789826144,11.842921017385379
137,2143.6,2083.4118095618715,60.18819043812846
138,1106.3,1072.0676128697626,34.232387130237385
139,1086.2,1039.8011789490513,46.398821050948754
140,1089.1,1065.932508995854,23.16749100414586
141,1101.6,1077.2770980802409,24.322901919759033
142,1086.1,1073.8762605060867,12.223739493913172
143,1094.4,1088.4459465798966,5.954053420103492
144,1100.7,1067.5682344344489,33.13176556555118
145,1161.7,1071.1753830854825,90.52461691451754
146,1122.1,1071.4769618307284,50.62303816927147
147,760.7,740.162436375492,20.53756362450804
148,799.7,732.3125006017319,67.38749939826812
149,787.1,747.0621705261103,40.0378294738897
150,632.7,666.9058458042375,34.20584580423747
151,614.3,551.944582086154,62.35541791384594
152,1936.6,1797.5993078519634,139.00069214803648
153,1186.0,1325.954618217521,139.9546182175211
154,2182.4,2143.676217777752,38.723782222248246
155,1021.2,1044.9227298368744,23.72272983687435
156,1006.9,970.13317245441,36.76682754558999
157,721.1,692.8808725644878,28.219127435512178
158,733.1,728.5128742848567,4.587125715143316
159,642.8,645.9660695028535,3.1660695028535883
160,524.3,530.367454828792,6.067454828792052
161,545.0,532.5223602765284,12.477639723471611
162,470.8,486.7961645760617,15.996164576061688
163,456.2,484.35073297480557,28.150732974805578
164,394.5,427.5076847896955,33.007684789695475
165,391.8,427.55362301236454,35.75362301236453
166,409.0,429.09990665605727,20.09990665605727
167,374.6,407.69067575419757,33.09067575419755
168,381.0,414.60390412072155,33.60390412072155
169,346.2,382.3317684206224,36.13176842062239
170,309.0,344.6490796265236,35.64907962652359
171,708.1,879.4840073884509,171.38400738845087
172,679.0,690.4191737231843,11.419173723184258
173,674.3,697.3805110436908,23.080511043690876
174,691.4,690.1149912812791,1.28500871872086
175,656.0,676.9935373832516,20.993537383251578
176,662.2,684.0489046015821,21.848904601582035
177,324.0,373.3244335969022,49.324433596902225
178,680.4,546.4836013802371,133.91639861976284
179,888.6,904.2506210004024,15.650621000402339
180,855.1,855.7361144666604,0.6361144666603877
181,475.9,498.73079728903684,22.830797289036866
182,308.0,328.26203066306624,20.26203066306624
183,207.4,229.4275941859043,22.02759418590429
184,228.7,269.46048647175047,40.76048647175048
185,248.0,295.3446998885876,47.34469988858763
186,217.6,279.60384500129584,62.00384500129584
187,204.7,267.73238046570185,63.03238046570186
188,215.7,269.11239425568345,53.412394255683466
189,213.9,269.6501808679706,55.75018086797061
